date,company,bag_status,flight
2026-08-03,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,ЖГ 932 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 810B
2026-08-03,Pegasus,Выдача до 30 минут,PC 1456 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 1231 
2026-08-03,Nesma Airlines,Выдача до 30 минут,NE 618 
2026-08-03,Turkish Airlines,Выдача от 30 до 40 минут,TK 409 
2026-08-03,Победа,Некорректно проставлены отметки,ДР 206 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 3002 
2026-08-03,flydubai,Выдача до 30 минут,FZ 987 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6189 
2026-08-03,Turkish Airlines,Выдача от 30 до 40 минут,TK 3178 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6161 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 3014 
2026-08-03,Turkish Airlines,Выдача от 30 до 40 минут,TK 3084 
2026-08-03,AJET,Выдача от 30 до 40 минут,VF 275 
2026-08-03,Победа,Выдача до 30 минут,PBD 980 
2026-08-03,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,AZO 7008 
2026-08-03,Turkish Airlines,Некорректно проставлены отметки,TK 3154 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 421 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 786 
2026-08-03,Turkish Airlines,Выдача от 30 до 40 минут,TK 217 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 3036 
2026-08-03,Red Sea,Выдача до 30 минут,4S 317 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 358 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 356 
2026-08-03,Алроса,Выдача до 30 минут,ЯМ 597 
2026-08-03,SCAT Airlines,Выдача до 30 минут,DV 809 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 352 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6003 
2026-08-03,Aero Nomad,Выдача от 30 до 40 минут,КГ 555 
2026-08-03,Вологодское АП,Не определено,ВГ 2390 
2026-08-03,Азимут,Выдача до 30 минут,А4 7020 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 560 
2026-08-03,Shirak Avia,Выдача до 30 минут,ЮБГ 809 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6013 
2026-08-03,Nesma Airlines,Выдача от 30 до 40 минут,NE 600 
2026-08-03,SCAT Airlines,Выдача до 30 минут,DV 801 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6005 
2026-08-03,Победа,Выдача до 30 минут,ДР 466 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 446 
2026-08-03,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-03,Turkish Airlines,Выдача до 30 минут,TK 413 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6007 
2026-08-03,ЮВТ АЭРО,Выдача до 30 минут,ЮВ 301 
2026-08-03,Asia Union Airlines,Выдача до 30 минут,7Q 1777 
2026-08-03,AZAL,Выдача до 30 минут,J2 807 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 248 
2026-08-03,FLYONE Armenia,Выдача до 30 минут,3F 321 
2026-08-03,Pegasus,Выдача до 30 минут,PC 1458 
2026-08-03,Победа,Выдача до 30 минут,ДР 434 
2026-08-03,Победа,Выдача до 30 минут,ДР 742 
2026-08-03,Победа,Выдача до 30 минут,ДР 414 
2026-08-03,Red Sea,Выдача до 30 минут,4S 337 
2026-08-03,Победа,Выдача до 30 минут,ДР 404 
2026-08-03,Победа,Выдача до 30 минут,ДР 436 
2026-08-03,UZBEKISTAN AIRWAYS,Выдача от 30 до 40 минут,ХИ 9813 
2026-08-03,Белавиа,Выдача до 30 минут,В2 981 
2026-08-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 454 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 364 
2026-08-03,Ютэйр,Выдача до 30 минут,ЮТ 572 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6051 
2026-08-03,Россия,Выдача до 30 минут,ФВ 6019 
2026-08-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2026-08-04,Победа,Выдача до 30 минут,ДР 836 
2026-08-04,Победа,Выдача до 30 минут,ДР 734 
2026-08-04,Азимут,Выдача до 30 минут,А4 7010 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 276 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6037 
2026-08-04,Азимут,Некорректно проставлены отметки,А4 7030 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6175 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 374 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6177 
2026-08-04,Якутия,Выдача до 30 минут,ЯК 480 
2026-08-04,Победа,Выдача до 30 минут,ДР 964 
2026-08-04,АЗУР эйр,Выдача до 30 минут,AZV 3006 
2026-08-04,Северо-Запад,Выдача до 30 минут,НВЦ 9152 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 456 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 415 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 1231 
2026-08-04,Белавиа,Выдача до 30 минут,В2 979 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6139 
2026-08-04,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 926 
2026-08-04,Победа,Выдача до 30 минут,PBD 736 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3192 
2026-08-04,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 937 
2026-08-04,Алроса,Выдача до 30 минут,ЯМ 543 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6025 
2026-08-04,Победа,Выдача до 30 минут,ДР 160 
2026-08-04,Победа,Выдача до 30 минут,ДР 116 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 576 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 417 
2026-08-04,Победа,Выдача до 30 минут,ДР 856 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 744 
2026-08-04,Ютэйр,Выдача более 40 минут,ЮТ 334 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6027 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6009 
2026-08-04,Газпром авиа,Выдача до 30 минут,ГЗП 262 
2026-08-04,flydubai,Выдача до 30 минут,FZ 989 
2026-08-04,Pegasus,Выдача до 30 минут,PC 388 
2026-08-04,Победа,Выдача до 30 минут,ДР 158 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 398 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 180 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 802 
2026-08-04,Pegasus,Выдача до 30 минут,PC 1580 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 411 
2026-08-04,SCAT Airlines,Выдача до 30 минут,DV 813 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6185 
2026-08-04,Азимут,Выдача до 30 минут,А4 7036 
2026-08-04,Nesma Airlines,Выдача до 30 минут,NE 610 
2026-08-04,Победа,Выдача до 30 минут,ДР 262 
2026-08-04,Победа,Выдача до 30 минут,ДР 1486 
2026-08-04,AZAL,Выдача до 30 минут,J2 809 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 358 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 376 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 409 
2026-08-04,Iraqi Airways,Выдача до 30 минут,IA 241 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 746 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 605 
2026-08-04,Победа,Выдача до 30 минут,ДР 114 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 211 
2026-08-04,AZAL,Выдача от 30 до 40 минут,J2 805 
2026-08-04,SCAT Airlines,Выдача до 30 минут,DV 815 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 464 
2026-08-04,FLYONE Armenia,Выдача до 30 минут,УР 512 
2026-08-04,Победа,Выдача до 30 минут,PBD 840 
2026-08-04,GEORGIAN AIRWAYS,Некорректно проставлены отметки,AZO 7054 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 296 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 810 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача от 30 до 40 минут,ХИ 9627 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6179 
2026-08-04,Победа,Выдача до 30 минут,ДР 404 
2026-08-04,Победа,Выдача более 40 минут,PBD 860 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 250 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6181 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 613 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2026-08-04,Победа,Выдача до 30 минут,ДР 190 
2026-08-04,Победа,Выдача до 30 минут,ДР 194 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6183 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9621 
2026-08-04,FLYONE Armenia,Выдача до 30 минут,3F 325 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3012 
2026-08-04,Не найдено,Выдача более 40 минут,TC 422 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3070 
2026-08-04,Победа,Выдача до 30 минут,ДР 208 
2026-08-04,flydubai,Выдача до 30 минут,FZ 965 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3006 
2026-08-04,Якутия,Выдача до 30 минут,ЯК 474 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3122 
2026-08-04,Nesma Airlines,Выдача до 30 минут,NE 642 
2026-08-04,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,ЖГ 932 
2026-08-04,Победа,Некорректно проставлены отметки,ДР 1422 
2026-08-04,FLYONE Armenia,Выдача до 30 минут,3F 323 
2026-08-04,AJET,Выдача до 30 минут,VF 277 
2026-08-04,Nesma Airlines,Выдача до 30 минут,NE 602 
2026-08-04,Pegasus,Выдача до 30 минут,PC 1456 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 419 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 786 
2026-08-04,Nesma Airlines,Выдача от 30 до 40 минут,NE 614 
2026-08-04,Pegasus,Выдача до 30 минут,PC 386 
2026-08-04,AJET,Выдача до 30 минут,VF 587 
2026-08-04,Pegasus,Выдача до 30 минут,PC 1576 
2026-08-04,Red Sea,Выдача до 30 минут,4S 315 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3036 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 784 
2026-08-04,Turkish Airlines,Выдача от 30 до 40 минут,TK 3178 
2026-08-04,Shirak Avia,Выдача до 30 минут,ЮБГ 509 
2026-08-04,Turkish Airlines,Выдача более 40 минут,TK 217 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3060 
2026-08-04,Победа,Выдача до 30 минут,ДР 264 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 1376 
2026-08-04,Победа,Некорректно проставлены отметки,ДР 714 
2026-08-04,Turkish Airlines,Выдача более 40 минут,TK 421 
2026-08-04,Победа,Выдача до 30 минут,ДР 1168 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3014 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3084 
2026-08-04,flydubai,Выдача до 30 минут,FZ 987 
2026-08-04,Pegasus,Выдача от 30 до 40 минут,PC 1521 
2026-08-04,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7008 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 6920 
2026-08-04,AJET,Выдача до 30 минут,VF 275 
2026-08-04,Nesma Airlines,Выдача от 30 до 40 минут,NE 604 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3002 
2026-08-04,Победа,Некорректно проставлены отметки,ДР 730 
2026-08-04,Россия,Некорректно проставлены отметки,ФВ 6003 
2026-08-04,Вологодское АП,Не определено,ВГ 2390 
2026-08-04,Ютэйр,Выдача до 30 минут,ЮТ 400 
2026-08-04,FLYONE Armenia,Выдача до 30 минут,3F 321 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 407 
2026-08-04,SCAT Airlines,Выдача до 30 минут,DV 801 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 352 
2026-08-04,SCAT Airlines,Выдача до 30 минут,DV 809 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6005 
2026-08-04,AZAL,Выдача от 30 до 40 минут,J2 807 
2026-08-04,Россия,Выдача до 30 минут,ФВ 6007 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 413 
2026-08-04,FLYONE Armenia,Выдача до 30 минут,УР 412 
2026-08-04,Победа,Выдача до 30 минут,ДР 466 
2026-08-04,Pegasus,Выдача до 30 минут,PC 390 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 560 
2026-08-04,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-04,Руслайн,Выдача до 30 минут,РГ 194 
2026-08-04,Победа,Выдача до 30 минут,ДР 486 
2026-08-04,Якутия,Некорректно проставлены отметки,ЯК 479 
2026-08-04,Победа,Выдача до 30 минут,ДР 414 
2026-08-04,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7072 
2026-08-04,Победа,Выдача до 30 минут,ДР 434 
2026-08-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2026-08-04,Белавиа,Некорректно проставлены отметки,В2 981 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 356 
2026-08-04,Победа,Некорректно проставлены отметки,ДР 436 
2026-08-04,Pegasus,Выдача до 30 минут,PC 1458 
2026-08-04,Nesma Airlines,Некорректно проставлены отметки,NE 620 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 364 
2026-08-04,UZBEKISTAN AIRWAYS,Некорректно проставлены отметки,ХИ 9613 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 248 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 572 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 808 
2026-08-04,GEORGIAN AIRWAYS,Некорректно проставлены отметки,AZO 7108 
2026-08-04,Turkish Airlines,Выдача до 30 минут,TK 3154 
2026-08-04,Ютэйр,Некорректно проставлены отметки,ЮТ 454 
2026-08-04,UZBEKISTAN AIRWAYS,Некорректно проставлены отметки,ХИ 9615 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 596 
2026-08-05,Победа,Выдача до 30 минут,ДР 964 
2026-08-05,FLYONE Armenia,Выдача от 30 до 40 минут,3F 325 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 746 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 400 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 415 
2026-08-05,Ютэйр,Выдача более 40 минут,ЮТ 464 
2026-08-05,Белавиа,Некорректно проставлены отметки,В2 979 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 374 
2026-08-05,Победа,Выдача до 30 минут,ДР 192 
2026-08-05,Ютэйр,Выдача от 30 до 40 минут,ЮТ 802 
2026-08-05,АЗУР эйр,Выдача до 30 минут,AZV 3002 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6179 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6175 
2026-08-05,Победа,Выдача до 30 минут,PBD 736 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6177 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7054 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 926 
2026-08-05,FLYONE Armenia,Выдача до 30 минут,УР 514 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6169 
2026-08-05,Pegasus,Выдача до 30 минут,PC 388 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3008 
2026-08-05,Победа,Выдача до 30 минут,ДР 160 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3082 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6027 
2026-08-05,Победа,Выдача до 30 минут,ДР 116 
2026-08-05,Победа,Выдача до 30 минут,PBD 840 
2026-08-05,Газпром авиа,Выдача до 30 минут,ГЗП 252 
2026-08-05,flydubai,Выдача до 30 минут,FZ 989 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6031 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6037 
2026-08-05,Победа,Выдача до 30 минут,ДР 114 
2026-08-05,Победа,Выдача до 30 минут,ДР 836 
2026-08-05,Победа,Выдача до 30 минут,ДР 466 
2026-08-05,Алроса,Выдача до 30 минут,ЯМ 543 
2026-08-05,Азимут,Выдача до 30 минут,А4 7010 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 810 
2026-08-05,Россия,Некорректно проставлены отметки,ФВ 6181 
2026-08-05,Газпром авиа,Выдача до 30 минут,ГЗП 706 
2026-08-05,Победа,Выдача до 30 минут,ДР 856 
2026-08-05,Победа,Некорректно проставлены отметки,ДР 262 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6139 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 605 
2026-08-05,Nesma Airlines,Выдача от 30 до 40 минут,NE 606 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 376 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6185 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 409 
2026-08-05,AZAL,Выдача до 30 минут,J2 809 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3060 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6025 
2026-08-05,Pegasus,Выдача до 30 минут,PC 1580 
2026-08-05,Победа,Выдача до 30 минут,ДР 968 
2026-08-05,Turkish Airlines,Выдача от 30 до 40 минут,TK 211 
2026-08-05,Ютэйр,Выдача до 30 минут,УТА 6316 
2026-08-05,Turkish Airlines,Выдача более 40 минут,TK 411 
2026-08-05,Азимут,Выдача до 30 минут,А4 7036 
2026-08-05,Ютэйр,Выдача до 30 минут,UTA 9030 
2026-08-05,АЗУР эйр,Выдача до 30 минут,AZV 3010 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2026-08-05,АЗУР эйр,Выдача до 30 минут,AZV 2502 
2026-08-05,Победа,Выдача до 30 минут,ДР 158 
2026-08-05,SCAT Airlines,Выдача до 30 минут,DV 815 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9627 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 296 
2026-08-05,Победа,Выдача до 30 минут,PBD 860 
2026-08-05,AZAL,Выдача до 30 минут,J2 805 
2026-08-05,Nouvelair Tunisie,Выдача до 30 минут,BJ 804 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача более 40 минут,ХИ 613 
2026-08-05,Nesma Airlines,Выдача до 30 минут,NE 616 
2026-08-05,Ютэйр,Выдача от 30 до 40 минут,ЮТ 784 
2026-08-05,Aero Nomad,Выдача от 30 до 40 минут,КГ 503 
2026-08-05,Победа,Выдача до 30 минут,ДР 994 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9621 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6183 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 180 
2026-08-05,SCAT Airlines,Выдача от 30 до 40 минут,DV 813 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9617 
2026-08-05,AZAL,Выдача до 30 минут,J2 807 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3006 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3028 
2026-08-05,Pegasus,Выдача до 30 минут,PC 386 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3172 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3120 
2026-08-05,Pegasus,Выдача до 30 минут,PC 1456 
2026-08-05,GEORGIAN AIRWAYS,Некорректно проставлены отметки,AZO 7008 
2026-08-05,Nesma Airlines,Выдача до 30 минут,NE 638 
2026-08-05,AJET,Выдача до 30 минут,VF 587 
2026-08-05,Победа,Выдача до 30 минут,ДР 408 
2026-08-05,Победа,Выдача до 30 минут,ДР 434 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 419 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 786 
2026-08-05,FLYONE Armenia,Выдача до 30 минут,3F 323 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3154 
2026-08-05,Pegasus,Выдача до 30 минут,PC 1458 
2026-08-05,AJET,Выдача до 30 минут,VF 277 
2026-08-05,Red Sea,Выдача до 30 минут,4S 319 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3014 
2026-08-05,Победа,Выдача до 30 минут,ДР 188 
2026-08-05,AJET,Выдача более 40 минут,VSV 3414 
2026-08-05,Nesma Airlines,Выдача более 40 минут,NE 640 
2026-08-05,flydubai,Выдача до 30 минут,FZ 987 
2026-08-05,Turkish Airlines,Выдача от 30 до 40 минут,TK 3178 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 217 
2026-08-05,Pegasus,Выдача от 30 до 40 минут,PC 390 
2026-08-05,AJET,Выдача от 30 до 40 минут,VF 275 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3084 
2026-08-05,Pegasus,Выдача от 30 до 40 минут,PC 1521 
2026-08-05,Победа,Выдача до 30 минут,ДР 264 
2026-08-05,Turkish Airlines,Выдача от 30 до 40 минут,TK 421 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3036 
2026-08-05,Победа,Выдача более 40 минут,ДР 1422 
2026-08-05,Победа,Выдача до 30 минут,ДР 168 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3002 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 932 
2026-08-05,Победа,Выдача до 30 минут,ДР 1994 
2026-08-05,Вологодское АП,Не определено,ВГ 2390 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7108 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6005 
2026-08-05,SCAT Airlines,Выдача до 30 минут,DV 801 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 446 
2026-08-05,Руслайн,Выдача до 30 минут,РГ 194 
2026-08-05,Победа,Выдача до 30 минут,ДР 436 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 417 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3070 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 1231 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 3012 
2026-08-05,Северо-Запад,Выдача до 30 минут,НВЦ 9152 
2026-08-05,Победа,Выдача до 30 минут,ДР 414 
2026-08-05,Turkish Airlines,Выдача до 30 минут,TK 413 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6003 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6007 
2026-08-05,Алроса,Выдача до 30 минут,ЯМ 597 
2026-08-05,Aero Nomad,Выдача до 30 минут,КГ 555 
2026-08-05,Победа,Выдача до 30 минут,ДР 742 
2026-08-05,Победа,Выдача до 30 минут,ДР 744 
2026-08-05,Белавиа,Выдача до 30 минут,В2 981 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6009 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 454 
2026-08-05,Ютэйр,Выдача более 40 минут,ЮТ 572 
2026-08-05,Nesma Airlines,Выдача до 30 минут,NE 600 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 560 
2026-08-05,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7072 
2026-08-05,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 248 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 364 
2026-08-05,FLYONE Armenia,Выдача до 30 минут,3F 321 
2026-08-05,Россия,Выдача до 30 минут,ФВ 6051 
2026-08-05,flydubai,Выдача до 30 минут,FZ 965 
2026-08-05,Turkish Airlines,Выдача от 30 до 40 минут,TK 407 
2026-08-05,Ютэйр,Выдача до 30 минут,ЮТ 356 
2026-08-06,Победа,Некорректно проставлены отметки,ДР 466 
2026-08-06,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 926 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6037 
2026-08-06,Победа,Выдача до 30 минут,ДР 836 
2026-08-06,Победа,Выдача до 30 минут,PBD 840 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6175 
2026-08-06,Ютэйр,Выдача до 30 минут,ЮТ 596 
2026-08-06,FLYONE Armenia,Выдача до 30 минут,3F 325 
2026-08-06,Ютэйр,Выдача до 30 минут,ЮТ 464 
2026-08-06,Победа,Выдача до 30 минут,ДР 996 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6177 
2026-08-06,Победа,Выдача до 30 минут,ПБД 6846 
2026-08-06,Ютэйр,Выдача до 30 минут,ЮТ 296 
2026-08-06,Ютэйр,Выдача до 30 минут,ЮТ 746 
2026-08-06,Газпром авиа,Выдача до 30 минут,ГЗП 204 
2026-08-06,flydubai,Выдача до 30 минут,FZ 989 
2026-08-06,Turkish Airlines,Выдача от 30 до 40 минут,TK 415 
2026-08-06,Turkish Airlines,Выдача до 30 минут,TK 3070 
2026-08-06,Россия,Некорректно проставлены отметки,ФВ 6009 
2026-08-06,Азимут,Выдача до 30 минут,А4 7030 
2026-08-06,Белавиа,Выдача до 30 минут,В2 985 
2026-08-06,Nesma Airlines,Выдача до 30 минут,NE 614 
2026-08-06,Turkish Airlines,Выдача до 30 минут,TK 417 
2026-08-06,Turkish Airlines,Выдача до 30 минут,TK 3026 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6025 
2026-08-06,Pegasus,Выдача до 30 минут,PC 388 
2026-08-06,Ютэйр,Выдача до 30 минут,ЮТ 374 
2026-08-06,Алроса,Выдача до 30 минут,ЯМ 543 
2026-08-06,Белавиа,Выдача до 30 минут,В2 983 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6027 
2026-08-06,Ютэйр,Выдача более 40 минут,ЮТ 744 
2026-08-06,Северо-Запад,Выдача до 30 минут,НВЦ 9152 
2026-08-06,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 937 
2026-08-06,Якутия,Выдача от 30 до 40 минут,ЯК 465 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6031 
2026-08-06,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-06,Turkish Airlines,Выдача до 30 минут,TK 3012 
2026-08-06,Победа,Выдача до 30 минут,ПБД 6872 
2026-08-06,Победа,Выдача до 30 минут,ДР 158 
2026-08-06,Победа,Выдача до 30 минут,ДР 188 
2026-08-06,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2026-08-06,Азимут,Выдача до 30 минут,А4 7036 
2026-08-06,Россия,Выдача до 30 минут,ФВ 6169 
2026-08-06,Победа,Выдача до 30 минут,ДР 190 
